customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
8819-ZBYNA,Female,0,Yes,No,58,Fiber optic,Two year,Yes,Credit card (automatic),109.1,6393.65,0,No,Maduro (36m+),5,1.88,Premium,0,0,2618.4,0.4637972364675867,0,Medio
6174-NRBTZ,Male,0,No,No,46,DSL,One year,Yes,Bank transfer (automatic),30.75,1489.3,0,No,Maduro (36m+),1,0.67,Medio,0,0,738.0,0.12031133904799138,0,Bajo
9481-IEBZY,Male,1,Yes,No,72,Fiber optic,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,0,No,Maduro (36m+),6,1.57,Premium,1,0,2709.6,0.2604658293470694,0,Bajo
1833-VGRUM,Female,1,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,74.2,74.2,1,Yes,Nuevo (0-12m),0,74.2,Bajo,1,1,1780.8,0.9273667613410358,1,Alto
6137-NICCO,Female,0,Yes,Yes,6,Fiber optic,Month-to-month,Yes,Mailed check,94.05,518.75,0,No,Nuevo (0-12m),3,15.67,Medio,1,0,2257.2,0.8862665329512757,1,Alto
9065-ZCPQX,Male,0,Yes,No,72,DSL,Two year,No,Bank transfer (automatic),78.85,5763.15,0,No,Maduro (36m+),5,1.1,Premium,0,0,1892.4,0.03217144497319412,0,Bajo
6402-EJMWF,Male,0,No,No,4,DSL,Month-to-month,Yes,Mailed check,55.3,238.5,0,No,Nuevo (0-12m),1,13.82,Bajo,1,0,1327.2,0.5624520064802259,1,Medio
3620-EHIMZ,Female,0,Yes,Yes,52,No,Two year,No,Mailed check,19.35,1031.7,0,No,Maduro (36m+),0,0.37,Medio,0,0,464.4,0.03678757101724345,0,Bajo
3213-VVOLG,Male,0,Yes,Yes,0,No,Two year,No,Mailed check,25.35,25.35,0,No,Nuevo (0-12m),0,25.35,Bajo,0,0,608.4,0.02619135173709469,0,Bajo
6870-ECSHE,Female,0,No,No,2,No,One year,No,Mailed check,20.45,34.8,0,No,Nuevo (0-12m),0,10.22,Bajo,0,0,490.8,0.022763881255734853,0,Bajo
8747-UDCOI,Female,0,Yes,No,65,No,Two year,No,Bank transfer (automatic),19.35,1319.95,0,No,Maduro (36m+),0,0.3,Medio,0,0,464.4,0.02322638366461222,0,Bajo
8374-XGEJJ,Male,1,Yes,No,43,Fiber optic,Month-to-month,Yes,Electronic check,101.0,4388.4,1,Yes,Maduro (36m+),3,2.35,Alto,1,1,2424.0,0.787543986940768,1,Alto
2656-TABEH,Male,0,Yes,No,4,Fiber optic,Month-to-month,Yes,Electronic check,100.2,420.2,1,Yes,Nuevo (0-12m),3,25.05,Bajo,1,1,2404.8,0.8974725938456115,1,Alto
6946-LMSQS,Male,1,Yes,No,25,Fiber optic,One year,Yes,Electronic check,89.05,2177.45,1,Yes,En desarrollo (13-36m),2,3.56,Alto,0,1,2137.2,0.33810703596139524,0,Bajo
4626-OZDTJ,Female,0,Yes,No,51,DSL,One year,Yes,Credit card (automatic),78.65,3950.85,0,No,Maduro (36m+),4,1.54,Alto,0,0,1887.6,0.1132511480719332,0,Bajo
9169-BSVIN,Male,0,No,No,12,DSL,Month-to-month,No,Bank transfer (automatic),74.75,827.05,0,No,Nuevo (0-12m),3,6.23,Medio,1,0,1794.0,0.2957306312081956,0,Bajo
2325-ZUSFD,Female,0,Yes,Yes,57,DSL,One year,Yes,Bank transfer (automatic),70.1,3913.3,1,Yes,Maduro (36m+),3,1.23,Alto,0,0,1682.4,0.08547102238395674,0,Bajo
8194-PEEBY,Female,0,Yes,Yes,24,No,One year,No,Mailed check,19.9,533.5,0,No,En desarrollo (13-36m),0,0.83,Medio,0,0,477.6,0.00853517372159637,0,Bajo
6872-HXFNF,Female,0,Yes,No,64,DSL,One year,No,Bank transfer (automatic),58.35,3756.45,0,No,Maduro (36m+),2,0.91,Alto,0,0,1400.4,0.05500658619519796,0,Bajo
3932-CMDTD,Female,0,No,No,4,Fiber optic,One year,Yes,Electronic check,105.65,443.9,1,Yes,Nuevo (0-12m),5,26.41,Bajo,0,1,2535.6,0.4490536648850185,0,Medio
7714-YXSMB,Female,0,No,No,26,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0,No,En desarrollo (13-36m),3,3.87,Alto,1,0,2412.0,0.6927764857076478,1,Medio
8387-UGUSU,Female,0,Yes,Yes,15,No,Month-to-month,No,Mailed check,20.05,284.3,0,No,En desarrollo (13-36m),0,1.34,Bajo,1,0,481.2,0.16211386948000134,0,Bajo
1080-BWSYE,Male,1,Yes,No,64,No,Two year,No,Credit card (automatic),25.65,1740.8,0,No,Maduro (36m+),0,0.4,Medio,0,0,615.6,0.015050149931136953,0,Bajo
4039-HEUNW,Male,1,Yes,No,36,Fiber optic,Month-to-month,Yes,Electronic check,96.5,3436.1,1,Yes,En desarrollo (13-36m),3,2.68,Alto,1,1,2316.0,0.7490903865604658,1,Alto
1194-HVAIF,Female,0,Yes,No,27,Fiber optic,Month-to-month,No,Credit card (automatic),95.0,2462.55,0,No,En desarrollo (13-36m),2,3.52,Alto,1,0,2280.0,0.5802339610313686,1,Medio
0812-WUPTB,Male,1,Yes,No,1,Fiber optic,Month-to-month,No,Mailed check,70.85,70.85,1,Yes,Nuevo (0-12m),0,70.85,Bajo,1,0,1700.4,0.8814744166912146,1,Alto
3594-UVONA,Female,0,No,No,35,DSL,One year,Yes,Credit card (automatic),85.95,3110.1,1,Yes,En desarrollo (13-36m),5,2.46,Alto,0,0,2062.8,0.22799947985500488,0,Bajo
0004-TLHLJ,Male,0,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,73.9,280.85,1,Yes,Nuevo (0-12m),1,18.48,Bajo,1,1,1773.6,0.840635881179805,1,Alto
1767-TGTKO,Female,0,Yes,Yes,8,DSL,Month-to-month,Yes,Electronic check,45.45,411.75,0,No,Nuevo (0-12m),0,5.68,Bajo,1,1,1090.8,0.5561571635795434,1,Medio
8439-LTUGF,Male,0,No,No,10,No,Month-to-month,Yes,Credit card (automatic),20.0,198.6,0,No,Nuevo (0-12m),0,2.0,Bajo,1,0,480.0,0.16334770208111846,0,Bajo
8805-JNRAZ,Female,0,No,No,2,DSL,Month-to-month,No,Mailed check,49.2,103.7,0,No,Nuevo (0-12m),1,24.6,Bajo,1,0,1180.8,0.6842761115946003,1,Medio
5089-IFSDP,Female,0,Yes,No,58,Fiber optic,Two year,Yes,Bank transfer (automatic),109.45,6144.55,1,Yes,Maduro (36m+),5,1.89,Premium,0,0,2626.8,0.5161022563345526,1,Medio
6418-HNFED,Male,0,Yes,No,51,DSL,Two year,Yes,Credit card (automatic),83.25,4089.45,0,No,Maduro (36m+),6,1.63,Alto,0,0,1998.0,0.047332265497437846,0,Bajo
0206-OYVOC,Female,0,Yes,Yes,46,No,Two year,Yes,Mailed check,19.25,864.2,0,No,Maduro (36m+),0,0.42,Medio,0,0,462.0,0.011064364301890088,0,Bajo
7291-CDTMJ,Male,0,No,No,1,No,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,0,No,Nuevo (0-12m),0,19.65,Bajo,1,0,471.6,0.4162762198189125,0,Medio
7128-GGCNO,Male,0,No,No,46,Fiber optic,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,0,No,Maduro (36m+),0,1.58,Alto,1,0,1747.2,0.4380293664954379,0,Medio
0237-YFUTL,Female,0,Yes,No,50,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,0,No,Maduro (36m+),5,2.19,Premium,1,0,2631.6,0.4231719481278104,0,Medio
7691-KGKGP,Male,0,Yes,Yes,53,DSL,Month-to-month,No,Credit card (automatic),65.0,3363.8,0,No,Maduro (36m+),3,1.23,Alto,1,0,1560.0,0.18645542964268016,0,Bajo
6710-HSJRD,Male,0,Yes,No,61,Fiber optic,Month-to-month,Yes,Electronic check,114.1,7132.15,0,No,Maduro (36m+),5,1.87,Premium,1,1,2738.4,0.3835578973849034,0,Bajo
3675-EQOZA,Male,0,No,No,5,No,Month-to-month,No,Bank transfer (automatic),20.65,93.55,0,No,Nuevo (0-12m),0,4.13,Bajo,1,0,495.6,0.2513605240667321,0,Bajo
0840-DCNZE,Male,0,No,No,47,DSL,One year,Yes,Bank transfer (automatic),86.95,4138.9,0,No,Maduro (36m+),6,1.85,Alto,0,0,2086.8,0.1805844363753434,0,Bajo
1732-FEKLD,Female,0,No,No,54,Fiber optic,One year,Yes,Bank transfer (automatic),94.75,5121.75,0,No,Maduro (36m+),3,1.75,Premium,0,0,2274.0,0.30572020888728746,0,Bajo
9862-KJTYK,Male,0,No,Yes,19,DSL,Month-to-month,Yes,Credit card (automatic),25.35,566.1,0,No,En desarrollo (13-36m),0,1.33,Medio,1,0,608.4,0.238276628179282,0,Bajo
0479-HMSWA,Female,0,No,Yes,26,Fiber optic,Two year,Yes,Electronic check,105.45,2715.3,0,No,En desarrollo (13-36m),5,4.06,Alto,0,1,2530.8,0.2867540509149501,0,Bajo
5854-KSRBJ,Male,0,Yes,Yes,70,No,Two year,No,Mailed check,25.4,1782.05,0,No,Maduro (36m+),0,0.36,Medio,0,0,609.6,0.012862287562766866,0,Bajo
0365-BZUWY,Male,0,Yes,No,17,Fiber optic,Month-to-month,Yes,Electronic check,102.55,1742.5,0,No,En desarrollo (13-36m),4,6.03,Medio,1,1,2461.2,0.7806418855751635,1,Alto
4817-VYYWS,Female,0,No,No,30,Fiber optic,Month-to-month,Yes,Electronic check,100.2,2983.8,1,Yes,En desarrollo (13-36m),3,3.34,Alto,1,1,2404.8,0.7682233382330673,1,Alto
5701-SVCWR,Female,0,No,Yes,1,No,Month-to-month,No,Mailed check,24.0,24.0,0,No,Nuevo (0-12m),0,24.0,Bajo,1,0,576.0,0.4997865240870136,0,Medio
3129-AAQOU,Female,0,Yes,Yes,19,No,Two year,No,Mailed check,25.6,485.9,0,No,En desarrollo (13-36m),0,1.35,Bajo,0,0,614.4,0.03470849772853605,0,Bajo
4922-CVPDX,Female,0,Yes,No,26,DSL,Two year,Yes,Credit card (automatic),73.5,1905.7,0,No,En desarrollo (13-36m),4,2.83,Medio,0,0,1764.0,0.09425730736297142,0,Bajo
1396-QWFBJ,Female,0,Yes,Yes,21,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,1,Yes,En desarrollo (13-36m),1,3.53,Medio,1,0,1777.2,0.597249365881925,1,Medio
1357-BIJKI,Male,0,Yes,No,50,Fiber optic,One year,Yes,Electronic check,98.25,4858.7,0,No,Maduro (36m+),3,1.97,Alto,0,1,2358.0,0.39649252718347827,0,Bajo
1099-BTKWT,Female,0,Yes,No,68,DSL,One year,Yes,Electronic check,54.4,3723.65,0,No,Maduro (36m+),4,0.8,Alto,0,1,1305.6,0.16545229975918577,0,Bajo
5299-SJCZT,Male,0,No,No,3,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,1,Yes,Nuevo (0-12m),3,33.85,Bajo,1,0,2437.2,0.877658139256103,1,Alto
2018-PZKMU,Male,0,Yes,Yes,9,Fiber optic,Month-to-month,No,Electronic check,103.1,970.45,0,No,Nuevo (0-12m),4,11.46,Medio,1,1,2474.4,0.6983662327545163,1,Medio
7340-KEFQE,Female,0,Yes,Yes,51,DSL,Two year,No,Bank transfer (automatic),34.2,1782.0,0,No,Maduro (36m+),2,0.67,Medio,0,0,820.8,0.06419491591438291,0,Bajo
4570-QHXHL,Female,0,No,No,9,DSL,Month-to-month,Yes,Electronic check,43.75,405.7,0,No,Nuevo (0-12m),0,4.86,Bajo,1,1,1050.0,0.6548035317620274,1,Medio
2403-BCASL,Male,1,Yes,Yes,41,Fiber optic,One year,Yes,Electronic check,111.95,4534.9,1,Yes,Maduro (36m+),5,2.73,Alto,0,1,2686.8,0.5714009747373183,1,Medio
7392-YYPYJ,Male,0,No,No,22,Fiber optic,Month-to-month,Yes,Electronic check,100.65,2415.95,0,No,En desarrollo (13-36m),3,4.58,Alto,1,1,2415.6,0.8167337574149055,1,Alto
2898-LSJGD,Female,0,Yes,Yes,21,DSL,One year,Yes,Electronic check,55.95,1157.05,1,Yes,En desarrollo (13-36m),4,2.66,Medio,0,1,1342.8,0.3756997339591555,0,Bajo
2223-GDSHL,Male,0,Yes,Yes,71,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,8297.5,0,No,Maduro (36m+),6,1.63,Premium,0,0,2785.2,0.08761346041878737,0,Bajo
7359-PTSXY,Male,0,No,No,1,DSL,Month-to-month,No,Electronic check,45.75,45.75,1,Yes,Nuevo (0-12m),0,45.75,Bajo,1,1,1098.0,0.7859407593255867,1,Alto
9470-RTWDV,Male,0,Yes,Yes,26,DSL,One year,Yes,Credit card (automatic),82.0,2083.1,0,No,En desarrollo (13-36m),4,3.15,Alto,0,0,1968.0,0.20863690611112365,0,Bajo
2176-OSJUV,Male,0,Yes,No,71,DSL,Two year,No,Bank transfer (automatic),65.15,4681.75,0,No,Maduro (36m+),3,0.92,Alto,0,0,1563.6,0.03171305843981432,0,Bajo
9348-YVOMK,Male,0,No,No,4,DSL,Month-to-month,Yes,Credit card (automatic),44.8,176.2,0,No,Nuevo (0-12m),0,11.2,Bajo,1,0,1075.2,0.5836282876190038,1,Medio
8104-OSKWT,Female,0,No,No,12,Fiber optic,Month-to-month,Yes,Electronic check,79.8,1001.2,0,No,Nuevo (0-12m),1,6.65,Medio,1,1,1915.2,0.7459190020167508,1,Alto
4521-YEEHE,Female,0,Yes,No,18,Fiber optic,Month-to-month,Yes,Electronic check,88.85,1594.75,0,No,En desarrollo (13-36m),2,4.94,Medio,1,1,2132.4,0.7676605018241076,1,Alto
4090-KPJIP,Female,0,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,74.95,212.4,0,No,Nuevo (0-12m),0,24.98,Bajo,1,1,1798.8,0.8472656130134046,1,Alto
3786-WOVKF,Female,1,Yes,No,72,Fiber optic,One year,Yes,Bank transfer (automatic),106.85,7677.4,0,No,Maduro (36m+),4,1.48,Premium,0,0,2564.4,0.17831914847466734,0,Bajo
4503-BDXBD,Male,0,No,No,11,Fiber optic,Month-to-month,No,Electronic check,74.95,815.5,1,Yes,Nuevo (0-12m),1,6.81,Medio,1,1,1798.8,0.6485267139965343,1,Medio
6086-ESGRL,Female,0,No,No,1,Fiber optic,Month-to-month,No,Credit card (automatic),80.15,80.15,1,Yes,Nuevo (0-12m),1,80.15,Bajo,1,0,1923.6,0.9079801084002443,1,Alto
2592-HODOV,Male,0,No,No,13,No,One year,No,Credit card (automatic),19.3,259.65,0,No,En desarrollo (13-36m),0,1.48,Bajo,0,0,463.2,0.022444608676710456,0,Bajo
3886-CERTZ,Female,0,Yes,No,72,Fiber optic,One year,Yes,Electronic check,109.25,8109.8,1,Yes,Maduro (36m+),5,1.52,Premium,0,1,2622.0,0.4240804281664382,0,Medio
7995-ZHHNZ,Male,0,Yes,No,42,DSL,One year,No,Credit card (automatic),56.1,2386.85,0,No,Maduro (36m+),1,1.34,Alto,0,0,1346.4,0.12675557564649959,0,Bajo
3824-RHKVR,Female,0,No,No,17,No,Month-to-month,No,Credit card (automatic),19.7,340.35,0,No,En desarrollo (13-36m),0,1.16,Bajo,1,0,472.8,0.21595848315987504,0,Bajo
5816-SCGFC,Female,1,No,No,7,DSL,Month-to-month,Yes,Mailed check,51.3,419.35,0,No,Nuevo (0-12m),1,7.33,Bajo,1,0,1231.2,0.4424842328222612,0,Medio
5989-AXPUC,Female,0,Yes,No,68,Fiber optic,Two year,No,Mailed check,118.6,7990.05,0,No,Maduro (36m+),6,1.74,Premium,0,0,2846.4,0.16434785630843635,0,Bajo
4979-HPRFL,Male,0,Yes,Yes,56,No,Two year,No,Bank transfer (automatic),24.15,1402.25,0,No,Maduro (36m+),0,0.43,Medio,0,0,579.6,0.028751468308024438,0,Bajo
8590-OHDIW,Female,0,Yes,Yes,38,No,One year,No,Mailed check,20.3,749.35,0,No,Maduro (36m+),0,0.53,Medio,0,0,487.2,0.010154129429862773,0,Bajo
8015-IHCGW,Female,0,Yes,Yes,72,Fiber optic,Two year,Yes,Electronic check,115.5,8425.15,0,No,Maduro (36m+),6,1.6,Premium,0,1,2772.0,0.04847915153885411,0,Bajo
2332-TODQS,Female,0,No,No,48,No,One year,No,Credit card (automatic),25.05,1171.5,0,No,Maduro (36m+),0,0.52,Medio,0,0,601.2,0.055976373276878606,0,Bajo
9278-VZKCD,Female,1,Yes,No,52,Fiber optic,Month-to-month,Yes,Electronic check,109.1,5647.95,0,No,Maduro (36m+),5,2.1,Premium,1,1,2618.4,0.452379346898794,0,Medio
8008-OTEZX,Female,0,Yes,Yes,35,No,One year,No,Mailed check,19.65,708.8,0,No,En desarrollo (13-36m),0,0.56,Medio,0,0,471.6,0.006487371650536026,0,Bajo
2773-OVBPK,Male,0,Yes,No,67,Fiber optic,Two year,Yes,Bank transfer (automatic),111.3,7567.2,0,No,Maduro (36m+),5,1.66,Premium,0,0,2671.2,0.2744727758902953,0,Bajo
5999-LCXAO,Female,0,No,No,1,DSL,Month-to-month,No,Mailed check,29.9,29.9,0,No,Nuevo (0-12m),1,29.9,Bajo,1,0,717.6,0.6987171967662745,1,Medio
5206-XZZQI,Male,0,No,No,53,Fiber optic,Month-to-month,Yes,Mailed check,80.6,4348.1,0,No,Maduro (36m+),2,1.52,Alto,1,0,1934.4,0.33833033466748785,0,Bajo
4803-LBYPN,Male,0,Yes,Yes,34,No,Month-to-month,No,Mailed check,20.8,635.9,0,No,En desarrollo (13-36m),0,0.61,Medio,1,0,499.2,0.0810228293283597,0,Bajo
5759-RCVCB,Female,0,No,No,3,DSL,Month-to-month,No,Credit card (automatic),35.2,108.95,1,Yes,Nuevo (0-12m),1,11.73,Bajo,1,0,844.8,0.6615834156634937,1,Medio
6372-RFVNS,Female,0,Yes,No,1,Fiber optic,Month-to-month,No,Electronic check,78.8,78.8,1,Yes,Nuevo (0-12m),1,78.8,Bajo,1,1,1891.2,0.9293480487758178,1,Alto
2139-FQHLM,Male,0,No,No,19,Fiber optic,Month-to-month,No,Mailed check,89.95,1682.4,0,No,En desarrollo (13-36m),3,4.73,Medio,1,0,2158.8,0.6234238013850821,1,Medio
8261-GWDBQ,Female,1,Yes,No,60,Fiber optic,Two year,Yes,Bank transfer (automatic),116.05,6925.9,0,No,Maduro (36m+),6,1.93,Premium,0,0,2785.2,0.1770608776752692,0,Bajo
1093-YSWCA,Male,0,No,No,11,No,Two year,No,Credit card (automatic),19.55,223.15,0,No,Nuevo (0-12m),0,1.78,Bajo,0,0,469.2,0.017424815900437565,0,Bajo
8938-UMKPI,Female,0,No,No,47,Fiber optic,Month-to-month,Yes,Electronic check,106.4,5127.95,1,Yes,Maduro (36m+),4,2.26,Premium,1,1,2553.6,0.5718909067168124,1,Medio
0991-BRRFB,Male,0,No,No,18,DSL,Month-to-month,No,Electronic check,49.4,874.8,1,Yes,En desarrollo (13-36m),1,2.74,Medio,1,1,1185.6,0.5984976446024607,1,Medio
3882-IYOIJ,Female,0,Yes,Yes,60,Fiber optic,Two year,No,Credit card (automatic),115.25,6758.45,0,No,Maduro (36m+),6,1.92,Premium,0,0,2766.0,0.16140882462100414,0,Bajo
8749-TZYEC,Male,0,Yes,No,72,No,Two year,No,Credit card (automatic),24.8,1874.3,0,No,Maduro (36m+),0,0.34,Medio,0,0,595.2,0.012657231150870396,0,Bajo
1755-FZQEC,Male,0,No,No,39,No,One year,No,Mailed check,19.9,791.15,0,No,Maduro (36m+),0,0.51,Medio,0,0,477.6,0.008234745348088341,0,Bajo
3115-JPJDD,Female,0,Yes,No,59,Fiber optic,One year,Yes,Credit card (automatic),81.25,4639.45,0,No,Maduro (36m+),2,1.38,Alto,0,0,1950.0,0.09701435789028594,0,Bajo
5600-KTXFM,Male,0,Yes,Yes,2,Fiber optic,Month-to-month,No,Mailed check,69.95,143.9,0,No,Nuevo (0-12m),0,34.98,Bajo,1,0,1678.8,0.7081258475032223,1,Alto
3871-IKPYH,Male,1,No,No,1,Fiber optic,Month-to-month,No,Electronic check,69.1,69.1,1,Yes,Nuevo (0-12m),0,69.1,Bajo,1,1,1658.4,0.9023988152496848,1,Alto
6319-IEJWJ,Male,0,Yes,Yes,20,Fiber optic,Month-to-month,Yes,Electronic check,90.2,1776.55,1,Yes,En desarrollo (13-36m),2,4.51,Medio,1,1,2164.8,0.7753138612714142,1,Alto
9025-AOMKI,Female,0,No,No,6,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.55,536.4,1,Yes,Nuevo (0-12m),2,15.59,Medio,1,0,2245.2,0.8996264744371675,1,Alto
6339-TBELP,Male,0,No,No,71,Fiber optic,Two year,Yes,Credit card (automatic),86.4,6172.0,0,No,Maduro (36m+),2,1.22,Premium,0,0,2073.6,0.0532737271655353,0,Bajo
7964-YESJC,Female,0,Yes,No,24,DSL,Month-to-month,No,Mailed check,66.3,1559.45,0,No,En desarrollo (13-36m),3,2.76,Medio,1,0,1591.2,0.22050777219258638,0,Bajo
6173-GOLSU,Male,1,Yes,No,67,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.65,6079.0,0,No,Maduro (36m+),2,1.41,Premium,1,0,2271.6,0.4205325092636069,0,Medio
5275-SQEIZ,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Mailed check,80.85,80.85,1,Yes,Nuevo (0-12m),1,80.85,Bajo,1,0,1940.4,0.9213822607210252,1,Alto
7716-YTYHG,Female,0,Yes,Yes,48,Fiber optic,One year,Yes,Mailed check,82.05,4029.95,1,Yes,Maduro (36m+),1,1.71,Alto,0,0,1969.2,0.3125133094982735,0,Bajo
9938-ZREHM,Female,0,Yes,No,37,DSL,One year,No,Mailed check,72.1,2658.4,0,No,Maduro (36m+),3,1.95,Alto,0,0,1730.4,0.17150897843463347,0,Bajo
7950-XWOVN,Male,0,No,No,11,DSL,Month-to-month,No,Mailed check,34.7,383.55,0,No,Nuevo (0-12m),2,3.15,Bajo,1,0,832.8,0.39219129915726225,0,Bajo
4390-KYULV,Male,0,Yes,No,3,No,Month-to-month,Yes,Credit card (automatic),20.55,51.15,1,Yes,Nuevo (0-12m),0,6.85,Bajo,1,0,493.2,0.3846595626269129,0,Bajo
4647-MUZON,Female,0,Yes,No,18,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,0,No,En desarrollo (13-36m),3,5.33,Medio,1,0,2302.8,0.7034518450982858,1,Alto
9702-AIUJO,Male,0,Yes,Yes,50,DSL,One year,Yes,Bank transfer (automatic),44.8,2230.85,0,No,Maduro (36m+),0,0.9,Alto,0,0,1075.2,0.0811865593419578,0,Bajo
8849-PRIQJ,Female,0,Yes,Yes,67,Fiber optic,One year,Yes,Electronic check,109.4,7281.6,0,No,Maduro (36m+),5,1.63,Premium,0,1,2625.6,0.29870631067268905,0,Bajo
8851-RAGOV,Female,0,Yes,No,25,DSL,Month-to-month,Yes,Mailed check,71.05,1837.7,0,No,En desarrollo (13-36m),4,2.84,Medio,1,0,1705.2,0.23775831579536966,0,Bajo
1304-NECVQ,Female,1,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,78.55,149.55,1,Yes,Nuevo (0-12m),1,39.27,Bajo,1,1,1885.2,0.8666357058068894,1,Alto
5396-IZEPB,Male,0,No,No,9,No,Month-to-month,No,Credit card (automatic),19.7,180.7,0,No,Nuevo (0-12m),0,2.19,Bajo,1,0,472.8,0.17307208177560973,0,Bajo
1729-VLAZJ,Female,0,No,Yes,10,DSL,One year,No,Mailed check,40.25,411.45,0,No,Nuevo (0-12m),3,4.03,Bajo,0,0,966.0,0.10837816082755815,0,Bajo
8285-ABVLB,Female,0,Yes,No,70,No,Two year,No,Credit card (automatic),19.85,1328.35,0,No,Maduro (36m+),0,0.28,Medio,0,0,476.4,0.0097443233117644,0,Bajo
0701-TJSEF,Male,0,No,No,9,DSL,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,0,No,Nuevo (0-12m),4,7.58,Medio,1,0,1638.0,0.3490698985366678,0,Bajo
5712-VBOXD,Female,0,No,No,4,No,Month-to-month,Yes,Credit card (automatic),20.15,68.45,0,No,Nuevo (0-12m),0,5.04,Bajo,1,0,483.6,0.23748121496287009,0,Bajo
6629-LADHQ,Female,0,No,No,2,DSL,Month-to-month,No,Mailed check,50.95,123.05,0,No,Nuevo (0-12m),1,25.48,Bajo,1,0,1222.8,0.6709267180560665,1,Medio
8945-GRKHX,Female,0,No,Yes,1,Fiber optic,Month-to-month,No,Electronic check,78.65,78.65,1,Yes,Nuevo (0-12m),1,78.65,Bajo,1,1,1887.6,0.9336287914559452,1,Alto
1559-DTODC,Male,0,No,No,19,DSL,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,0,No,En desarrollo (13-36m),0,1.32,Bajo,1,0,603.6,0.283315667353145,0,Bajo
4797-MIWUM,Male,0,Yes,Yes,7,No,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,0,No,Nuevo (0-12m),0,2.89,Bajo,1,0,486.0,0.18867580915970092,0,Bajo
6959-UWKHF,Male,0,No,No,1,DSL,Month-to-month,Yes,Electronic check,42.9,42.9,1,Yes,Nuevo (0-12m),0,42.9,Bajo,1,1,1029.6,0.822070054144967,1,Alto
8720-RQSBJ,Male,1,No,No,1,DSL,Month-to-month,No,Electronic check,44.0,44.0,0,No,Nuevo (0-12m),0,44.0,Bajo,1,1,1056.0,0.7452280532215457,1,Alto
4537-CIBHB,Female,0,Yes,Yes,9,No,One year,No,Mailed check,20.25,172.35,0,No,Nuevo (0-12m),0,2.25,Bajo,0,0,486.0,0.08077464475349445,0,Bajo
3815-SLMEF,Female,0,No,No,3,DSL,Month-to-month,No,Mailed check,34.25,139.35,1,Yes,Nuevo (0-12m),2,11.42,Bajo,1,0,822.0,0.6318685480414954,1,Medio
5154-VEKBL,Female,0,No,No,9,DSL,Month-to-month,No,Mailed check,58.5,539.85,1,Yes,Nuevo (0-12m),5,6.5,Medio,1,0,1404.0,0.4714630940656437,0,Medio
4324-AHJKS,Female,0,No,No,5,DSL,Month-to-month,No,Credit card (automatic),55.8,300.4,0,No,Nuevo (0-12m),2,11.16,Bajo,1,0,1339.2,0.44655615649574526,0,Medio
4355-CVPVS,Female,0,Yes,Yes,56,Fiber optic,One year,No,Bank transfer (automatic),88.9,4968.0,0,No,Maduro (36m+),2,1.59,Alto,0,0,2133.6,0.1245329264709003,0,Bajo
4495-LHSSK,Female,0,No,Yes,18,DSL,Month-to-month,No,Mailed check,57.65,992.7,0,No,En desarrollo (13-36m),1,3.2,Medio,1,0,1383.6,0.3483740006122983,0,Bajo
5655-JSMZM,Male,1,No,No,49,Fiber optic,Month-to-month,Yes,Electronic check,96.2,4718.25,1,Yes,Maduro (36m+),2,1.96,Alto,1,1,2308.8,0.7371369794337336,1,Alto
5915-ANOEI,Male,0,Yes,No,70,DSL,Two year,No,Mailed check,79.15,5536.5,0,No,Maduro (36m+),5,1.13,Premium,0,0,1899.6,0.04744022417484188,0,Bajo
9861-PDSZP,Female,0,No,No,72,Fiber optic,Two year,Yes,Credit card (automatic),108.05,7806.6,0,No,Maduro (36m+),5,1.5,Premium,0,0,2593.2,0.07232666593933254,0,Bajo
4505-EXZHB,Female,1,No,No,6,Fiber optic,Month-to-month,No,Electronic check,74.4,434.1,1,Yes,Nuevo (0-12m),1,12.4,Bajo,1,1,1785.6,0.7847762590501045,1,Alto
7225-CBZPL,Male,1,Yes,No,17,Fiber optic,Month-to-month,Yes,Electronic check,94.8,1563.9,0,No,En desarrollo (13-36m),2,5.58,Medio,1,1,2275.2,0.787407047413006,1,Alto
